@relation titanic-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6

@attribute pclass {'\'(-inf-1.2]\'','\'(1.2-1.4]\'','\'(1.4-1.6]\'','\'(1.6-1.8]\'','\'(1.8-2]\'','\'(2-2.2]\'','\'(2.2-2.4]\'','\'(2.4-2.6]\'','\'(2.6-2.8]\'','\'(2.8-inf)\''}
@attribute sex {female,male}
@attribute age {'\'(-inf-8.15003]\'','\'(8.15003-16.13336]\'','\'(16.13336-24.11669]\'','\'(24.11669-32.10002]\'','\'(32.10002-40.08335]\'','\'(40.08335-48.06668]\'','\'(48.06668-56.05001]\'','\'(56.05001-64.03334]\'','\'(64.03334-72.01667]\'','\'(72.01667-inf)\''}
@attribute sibsp {'\'(-inf-0.8]\'','\'(0.8-1.6]\'','\'(1.6-2.4]\'','\'(2.4-3.2]\'','\'(3.2-4]\'','\'(4-4.8]\'','\'(4.8-5.6]\'','\'(5.6-6.4]\'','\'(6.4-7.2]\'','\'(7.2-inf)\''}
@attribute parch {'\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(4.5-5.4]\'','\'(5.4-6.3]\'','\'(6.3-7.2]\'','\'(7.2-8.1]\'','\'(8.1-inf)\''}
@attribute ticket string
@attribute fare {'\'(-inf-51.23292]\'','\'(51.23292-102.46584]\'','\'(102.46584-153.69876]\'','\'(153.69876-204.93168]\'','\'(204.93168-256.1646]\'','\'(256.1646-307.39752]\'','\'(307.39752-358.63044]\'','\'(358.63044-409.86336]\'','\'(409.86336-461.09628]\'','\'(461.09628-inf)\''}
@attribute cabin {B5,'C22 C26',E12,D7,A36,C101,'C62 C64',B35,A23,'B58 B60',D15,C6,D35,C148,C97,B49,C99,C52,T,A31,C7,C103,D22,E33,A21,B10,B4,E40,B38,E24,'B51 B53 B55','B96 B98',C46,E31,E8,B61,B77,A9,C89,A14,E58,E49,E52,E45,B22,B26,C85,E17,B71,B20,A34,C86,A16,A20,A18,C54,C45,D20,A29,C95,E25,C111,'C23 C25 C27',E36,D34,D40,B39,B41,B102,C123,E63,C130,B86,C92,A5,C51,B42,C91,C125,'D10 D12','B82 B84',E50,D33,C83,B94,D49,D45,B69,B11,E46,C39,B18,D11,C93,B28,C49,'B52 B54 B56',E60,C132,B37,D21,D19,C124,D17,B101,D28,D6,D9,B80,C106,B79,C47,D30,C90,E38,C78,C30,C118,D36,D48,D47,C105,B36,B30,D43,B24,C2,C65,B73,C104,C110,C50,B3,A24,A32,A11,A10,'B57 B59 B63 B66',C28,E44,A26,A6,A7,C31,A19,B45,E34,B78,B50,C87,C116,'C55 C57',D50,E68,E67,C126,C68,C70,C53,B19,D46,D37,D26,C32,C80,C82,C128,'E39 E41',D,F4,D56,F33,E101,E77,F2,D38,F,'F G63','F E57','F E46','F G73',E121,'F E69',E10,G6,F38}
@attribute embarked {S,C,Q}
@attribute boat string
@attribute body {'\'(-inf-33.7]\'','\'(33.7-66.4]\'','\'(66.4-99.1]\'','\'(99.1-131.8]\'','\'(131.8-164.5]\'','\'(164.5-197.2]\'','\'(197.2-229.9]\'','\'(229.9-262.6]\'','\'(262.6-295.3]\'','\'(295.3-inf)\''}
@attribute Home {'St Louis MO','Montreal PQ / Chesterville ON','New York NY','Hudson NY','Belfast NI','Bayside Queens NY','Montevideo Uruguay','Paris France','Hessle Yorks','Montreal PQ','Winnipeg MN','San Francisco CA','Dowagiac MI','Stockholm Sweden / Washington DC','Trenton NJ','Glen Ridge NJ','Youngstown OH','Birkdale England Cleveland Ohio','London / Winnipeg MB','Cooperstown NY','St Leonards-on-Sea England Ohio','Los Angeles CA','Pomeroy WA','Omaha NE','Philadelphia PA','Denver CO','Belmont MA','Washington DC','Austria-Hungary / Germantown Philadelphia PA','Germantown Philadelphia PA','Bryn Mawr PA','Ascot Berkshire / Rochester NY','Little Onn Hall Staffs','Amenia ND','New York NY / Ithaca NY','London England','Liverpool England / Belfast','Stoughton MA','Victoria BC','Lakewood NJ','Roachdale IN','Milwaukee WI','Lima Peru','Calgary AB','Deephaven MN / Cedar Rapids IA','London / Paris','Mt Airy Philadelphia PA','Brookline MA','Brooklyn NY','Winnipeg MB','Westcliff-on-Sea Essex','Zurich Switzerland','Scituate MA','St Anne\\s-on-Sea Lancashire','Paris France / New York NY','Greenwich CT','Kingston Surrey','London / Middlesex','Brighton MA','London / Birmingham','Chicago IL','Indianapolis IN','New York NY /  Stamford CT','Paris France New York NY',Liverpool,'Bennington VT',London,'Buffalo NY','Southington / Noank CT','Boston MA','Portland OR','Stockholm Sweden','Springfield MA','London / New York NY','Brockton MA','Belgium  Montreal PQ','Vancouver BC','Dorchester MA','East Bridgewater MA','Fond du Lac WI','Green Bay WI','Lexington MA','Isle of Wight England','Providence RI','?Havana Cuba',Belfast,'Surbiton Hill Surrey','Isleworth England','Madrid Spain','Toronto ON','Worcester MA','Rotterdam Netherlands','Paris /  New York NY','Seattle WA','London  Vancouver BC','Haverford PA / Cooperstown NY','Manchester England','New York NY / Greenwich CT','Duluth MN','Basel Switzerland','New Britain CT','St James Long Island NY','Huntington WV','Streatham Surrey','Minneapolis MN','Tuxedo Park NY','Wimbledon Park London / Hayling Island Hants','Newark NJ','Haverford PA','Gallipolis Ohio / ? Paris / New York','Cincinatti OH','Haddenfield NJ','London /  East Orange NJ','Albany NY','Mexico City Mexico','East Orange NJ','England Salt Lake City Utah','Brunswick ME','New York NY / Briarcliff Manor NY','Elkins Park PA','Geneva Switzerland / Radnor PA','Halifax NS','New York NY / Washington DC','Russia New York NY','Bryn Mawr PA USA','Buenos Aires Argentina / New Jersey NJ','Cornwall England Houghton MI','Warwick England','West Hoboken NJ','Penzance Cornwall / Akron OH',Guernsey,'Bristol Avon / Jacksonville FL','Plymouth Dorset / Houghton MI','Jacksonville FL','Norwich / New York NY',England,'Guntur India / Benton Harbour MI','Rochester NY','St Ives Cornwall / Calumet MI','Elmira NY / Orange NJ','Lake Arthur Chavez County NM','London / Montreal PQ','Cape Town South Africa / Seattle WA','Skara Sweden / Rockford IL','Sittingbourne England / San Diego CA','Southsea Hants','Bangkok Thailand / Roseville IL','Mamaroneck NY','Bronx NY','Cornwall / Spokane WA','England / San Francisco CA','Hartford Huntingdonshire','Helsinki Finland Ashtabula Ohio','London / Fort Byron NY','Bishopstoke Hants / Fayette Valley ID',Pennsylvania,'Provo UT','Upper Burma India Pittsburgh PA','St Ives Cornwall / Hancock MI','Lyndhurst England','London / Staten Island NY','Portugal / Sau Paulo Brazil','Lucca Italy / California','Guernsey / Elizabeth NJ','New Forest England',Southampton,'Holley NY','Greenport NY','Barcelona Spain / Havana Cuba','England / Detroit MI','Goteborg Sweden / Rockford IL','Oslo Norway Bayonne NJ','England / Philadelphia PA','Cornwall / Houghton MI','Janjgir India / Pennsylvania','Liverpool / Montreal PQ','Cornwall / Clear Creek CO',Cornwall,'Cornwall / Camden NJ','West Kensington London','Clevedon England','Auburn NY','Detroit MI','Seattle WA / Toledo OH','Denmark Hill Surrey / Chicago','Walthamstow England','Ilford Essex / Winnipeg MB','Somerset / Bernardsville NJ','India / Rapid City SD','West Hampstead London / Neepawa MB','Kontiolahti Finland / Detroit MI','Cornwall / Akron OH','Devonport England','England / Sacramento CA','Tokyo Japan','Swindon England','North Evington England','St Ives Cornwall / Houghton MI','Moscow / Bronx NY','India / Pittsburgh PA','Harrisburg PA','Glasgow / Bangor ME','Sweden / Arlington NJ','Paris / Haiti','Berne Switzerland / Central City IA','London / Chicago IL','Weston-Super-Mare Somerset','Southampton / New York NY',Paris,'Paris / Montreal PQ','St Austall Cornwall','Weston-Super-Mare / Moose Jaw SK','Sydney Australia','Sarnia ON','England / Bennington VT','Chelsea London','Harrow-on-the-Hill Middlesex','Copenhagen Denmark','Guernsey / Montclair NJ and/or Toledo Ohio','Frankfort KY','Halesworth England','Cambridge MA','Nice France','Cornwall / Hancock MI',Glasgow,'Cologne Germany','Folkstone Kent / New York NY','Middleburg Heights OH','Pondersend England / New Durham NJ','Spain / Havana Cuba','Hamilton ON','St Andrews Guernsey','Woodford County KY','Gunnislake England / Butte MT','Ilfracombe Devon','Worcester England',Russia,'Denmark / New York NY','Milford NH','Plymouth Devon / Detroit MI','Brighton Sussex','Elizabeth NJ',Spain,'London England / Marietta Ohio and Milwaukee','Guernsey / Wilmington DE','Hornsey England','Deer Lodge MT','Finland / Minneapolis MN','Finland / Washington DC','Sault St Marie ON','Catford Kent / Detroit MI','Columbus OH','Bath England / Massachusetts','Plymouth England','Barre Co Washington VT','Bristol England / New Britain CT','Aberdeen / Portland OR','England / Hartford CT','Bromsgrove England / Montreal PQ','Bournmouth England','Guernsey England / Edgewood RI','Harrow England','Yoevil England / Cottage Grove OR','East Providence RI','Norway Los Angeles CA','Perkins County SD','Taalintehdas Finland Hoboken NJ','Greensburg PA','Asarum Sweden Brooklyn NY','Bournemouth England','Sweden Akeley MN','London England Norfolk VA','Syria Fredericksburg VA','England Albion NY','Salo Finland Astoria OR',Argentina,'Lower Clapton Middlesex or Erdington Birmingham','Windsor England New York NY','Bergen Norway','Sweden Winnipeg MN','Ruotsinphyhtaa Finland New York NY','Vadsbro Sweden Ministee MI','Hartford CT','Sweden Chicago IL','Bulgaria Chicago IL','Altdorf Switzerland','Sweden Joliet IL','Sweden  Worcester MA','Sweden Worcester MA','Oskarshamn Sweden Minneapolis MN','Ottawa ON','Krakoryd Sweden Bloomington IL','Syria Youngstown OH','Ruotsinphytaa Finland New York NY','Syria New York NY','London Skanteales NY','Syria Ottawa ON','England New York NY','Krakudden Sweden Moune IL','Tranvik Finland New York',Syria,'Hong Kong New York NY','Brennes Norway New York','Stockholm Sweden New York','Syria Kent ON','Ireland Chicago IL','Treherbert Cardiff Wales','Kingwilliamstown Co Cork Ireland Glens Falls','Medeltorp Sweden Chicago IL','Bridgerule Devon','Broomfield Chelmsford England','Co Cork Ireland Roxbury MA','Kingwilliamstown Co Cork Ireland New York','Co Cork Ireland Charlestown MA','Co Sligo Ireland New York NY',Croatia,'Ireland Philadelphia PA','Dagsas Sweden Fower MN','Goteborg Sweden Huntley IL','Co Longford Ireland New York NY','Co Sligo Ireland Hartford CT','St Denys Southampton Hants','Ireland New York NY',Greece,Portugal,'London Brooklyn NY','Co Limerick Ireland Sherbrooke PQ','Ireland Brooklyn NY',Ireland,Austria,'England Brooklyn NY','Merrill WI','Bristol England Cleveland OH','Bournemouth England Newark NJ',Austria-Hungary,'Australia Fingal ND','Norrlot Sweden Chicago IL','Co Athlone Ireland New York NY','Stanton IA','West Bromwich England Pontiac MI','Liverpool England Bedford OH','Tampico MT','Belgium Detroit MI','Devon England Wichita KS','Bulgaria Coon Rapids IA','Kilmacowen Co Sligo Ireland New York','England Oglesby IL','Union Hill NJ','London New York NY','Austria Niagara Falls NY','West Haven CT','Tofta Sweden Joliet IL','Karberg Sweden Jerome Junction AZ','Effington Rut SD','Illinois USA','Aughnacliff Co Longford Ireland New York','Italy Philadelphia PA','Rotherfield Sussex England Essex Co','Bridgwater Somerset England','Co Clare Ireland Washington DC','Strood Kent England Detroit','Wiltshire England Niagara Falls NY','Dorking Surrey England','Foresvik Norway Portland ND','Waukegan Chicago IL','Myren Sweden New York NY','Finland Sudbury ON','Oslo Norway Cameron WI','Antwerp Belgium / Stanton OH'}
@attribute survived numeric

@data
'\'(-inf-1.2]\'',female,'\'(56.05001-64.03334]\'','\'(-inf-0.8]\'','\'(0.9-1.8]\'','PC 17755','\'(461.09628-inf)\'','B51 B53 B55',C,3,'\'(131.8-164.5]\'','Germantown Philadelphia PA',1
'\'(-inf-1.2]\'',male,'\'(32.10002-40.08335]\'','\'(-inf-0.8]\'','\'(-inf-0.9]\'',695,'\'(-inf-51.23292]\'','B51 B53 B55',S,?,'\'(131.8-164.5]\'','New York NY',0
'\'(-inf-1.2]\'',male,'\'(24.11669-32.10002]\'','\'(-inf-0.8]\'','\'(-inf-0.9]\'',113059,'\'(-inf-51.23292]\'',?,S,?,'\'(131.8-164.5]\'','Montevideo Uruguay',0
'\'(-inf-1.2]\'',male,'\'(16.13336-24.11669]\'','\'(-inf-0.8]\'','\'(-inf-0.9]\'',113059,'\'(-inf-51.23292]\'',?,S,?,'\'(131.8-164.5]\'','Montevideo Uruguay',0
'\'(-inf-1.2]\'',male,'\'(8.15003-16.13336]\'','\'(0.8-1.6]\'','\'(1.8-2.7]\'',113760,'\'(102.46584-153.69876]\'','B96 B98',S,4,'\'(131.8-164.5]\'','Bryn Mawr PA',1
'\'(-inf-1.2]\'',female,'\'(8.15003-16.13336]\'','\'(0.8-1.6]\'','\'(1.8-2.7]\'',113760,'\'(102.46584-153.69876]\'','B96 B98',S,4,'\'(131.8-164.5]\'','Bryn Mawr PA',1
'\'(-inf-1.2]\'',male,'\'(32.10002-40.08335]\'','\'(0.8-1.6]\'','\'(1.8-2.7]\'',113760,'\'(102.46584-153.69876]\'','B96 B98',S,C,'\'(131.8-164.5]\'','Bryn Mawr PA',1
'\'(-inf-1.2]\'',female,'\'(32.10002-40.08335]\'','\'(0.8-1.6]\'','\'(1.8-2.7]\'',113760,'\'(102.46584-153.69876]\'','B96 B98',S,4,'\'(131.8-164.5]\'','Bryn Mawr PA',1
'\'(-inf-1.2]\'',male,'\'(48.06668-56.05001]\'','\'(-inf-0.8]\'','\'(-inf-0.9]\'',19924,'\'(-inf-51.23292]\'',?,S,?,'\'(131.8-164.5]\'','Ascot Berkshire / Rochester NY',0
'\'(-inf-1.2]\'',female,'\'(24.11669-32.10002]\'','\'(-inf-0.8]\'','\'(-inf-0.9]\'',17770,'\'(-inf-51.23292]\'',?,C,5,'\'(131.8-164.5]\'','New York NY',1
'\'(-inf-1.2]\'',male,'\'(32.10002-40.08335]\'','\'(0.8-1.6]\'','\'(-inf-0.9]\'',19877,'\'(51.23292-102.46584]\'',C46,S,?,'\'(164.5-197.2]\'','Little Onn Hall Staffs',0
'\'(-inf-1.2]\'',female,'\'(72.01667-inf)\'','\'(0.8-1.6]\'','\'(-inf-0.9]\'',19877,'\'(51.23292-102.46584]\'',C46,S,6,'\'(131.8-164.5]\'','Little Onn Hall Staffs',1
'\'(-inf-1.2]\'',male,'\'(40.08335-48.06668]\'','\'(0.8-1.6]\'','\'(-inf-0.9]\'','W.E.P. 5734','\'(51.23292-102.46584]\'',E31,S,?,'\'(131.8-164.5]\'','Amenia ND',0
'\'(-inf-1.2]\'',female,'\'(40.08335-48.06668]\'','\'(0.8-1.6]\'','\'(-inf-0.9]\'','W.E.P. 5734','\'(51.23292-102.46584]\'',E31,S,4,'\'(131.8-164.5]\'','Amenia ND',1
'\'(-inf-1.2]\'',male,'\'(24.11669-32.10002]\'','\'(0.8-1.6]\'','\'(-inf-0.9]\'',113806,'\'(51.23292-102.46584]\'',E8,S,5,'\'(131.8-164.5]\'','New York NY / Ithaca NY',1
'\'(-inf-1.2]\'',female,'\'(32.10002-40.08335]\'','\'(0.8-1.6]\'','\'(-inf-0.9]\'',113806,'\'(51.23292-102.46584]\'',E8,S,5,'\'(131.8-164.5]\'','New York NY / Ithaca NY',1
'\'(-inf-1.2]\'',female,'\'(32.10002-40.08335]\'','\'(-inf-0.8]\'','\'(-inf-0.9]\'','PC 17608','\'(256.1646-307.39752]\'',B61,C,4,'\'(131.8-164.5]\'',?,1
'\'(-inf-1.2]\'',female,'\'(24.11669-32.10002]\'','\'(-inf-0.8]\'','\'(-inf-0.9]\'',110152,'\'(51.23292-102.46584]\'',B77,S,8,'\'(131.8-164.5]\'','London England',1
'\'(-inf-1.2]\'',male,'\'(40.08335-48.06668]\'','\'(-inf-0.8]\'','\'(-inf-0.9]\'','PC 17594','\'(-inf-51.23292]\'',A9,C,7,'\'(131.8-164.5]\'','Paris France',1
'\'(-inf-1.2]\'',female,'\'(24.11669-32.10002]\'','\'(-inf-0.8]\'','\'(0.9-1.8]\'',113505,'\'(51.23292-102.46584]\'',E33,S,6,'\'(131.8-164.5]\'','St Leonards-on-Sea England Ohio',1
'\'(-inf-1.2]\'',male,'\'(24.11669-32.10002]\'','\'(-inf-0.8]\'','\'(-inf-0.9]\'',112051,'\'(-inf-51.23292]\'',?,S,?,'\'(131.8-164.5]\'','Liverpool England / Belfast',0
'\'(-inf-1.2]\'',male,'\'(24.11669-32.10002]\'','\'(0.8-1.6]\'','\'(-inf-0.9]\'',13508,'\'(102.46584-153.69876]\'',C89,C,?,'\'(131.8-164.5]\'','Los Angeles CA',0
'\'(-inf-1.2]\'',female,'\'(24.11669-32.10002]\'','\'(0.8-1.6]\'','\'(-inf-0.9]\'',13508,'\'(102.46584-153.69876]\'',C89,C,4,'\'(131.8-164.5]\'','Los Angeles CA',1
'\'(-inf-1.2]\'',female,'\'(16.13336-24.11669]\'','\'(-inf-0.8]\'','\'(-inf-0.9]\'',113781,'\'(102.46584-153.69876]\'',?,S,11,'\'(131.8-164.5]\'',?,1
'\'(-inf-1.2]\'',male,'\'(24.11669-32.10002]\'','\'(-inf-0.8]\'','\'(-inf-0.9]\'',110465,'\'(51.23292-102.46584]\'',A14,S,?,'\'(131.8-164.5]\'','Stoughton MA',0
'\'(-inf-1.2]\'',male,'\'(40.08335-48.06668]\'','\'(-inf-0.8]\'','\'(-inf-0.9]\'',5727,'\'(-inf-51.23292]\'',E58,S,?,'\'(131.8-164.5]\'','Victoria BC',0
'\'(-inf-1.2]\'',female,'\'(32.10002-40.08335]\'','\'(0.8-1.6]\'','\'(0.9-1.8]\'','PC 17756','\'(51.23292-102.46584]\'',E49,C,14,'\'(131.8-164.5]\'','Lakewood NJ',1
'\'(-inf-1.2]\'',male,'\'(32.10002-40.08335]\'','\'(0.8-1.6]\'','\'(0.9-1.8]\'','PC 17756','\'(51.23292-102.46584]\'',E52,C,?,'\'(131.8-164.5]\'','Lakewood NJ',0
'\'(-inf-1.2]\'',female,'\'(56.05001-64.03334]\'','\'(-inf-0.8]\'','\'(1.8-2.7]\'','PC 17756','\'(51.23292-102.46584]\'',E45,C,14,'\'(131.8-164.5]\'','Lakewood NJ',1
'\'(-inf-1.2]\'',female,'\'(48.06668-56.05001]\'','\'(1.6-2.4]\'','\'(-inf-0.9]\'',11770,'\'(-inf-51.23292]\'',C101,S,2,'\'(131.8-164.5]\'','New York NY',1
'\'(-inf-1.2]\'',male,'\'(24.11669-32.10002]\'','\'(-inf-0.8]\'','\'(-inf-0.9]\'',113791,'\'(-inf-51.23292]\'',?,S,?,'\'(131.8-164.5]\'','Roachdale IN',0
'\'(-inf-1.2]\'',male,'\'(64.03334-72.01667]\'','\'(0.8-1.6]\'','\'(0.9-1.8]\'','WE/P 5735','\'(51.23292-102.46584]\'',B22,S,?,'\'(262.6-295.3]\'','Milwaukee WI',0
'\'(-inf-1.2]\'',female,'\'(32.10002-40.08335]\'','\'(-inf-0.8]\'','\'(1.8-2.7]\'','WE/P 5735','\'(51.23292-102.46584]\'',B22,S,7,'\'(131.8-164.5]\'','Milwaukee WI',1
'\'(-inf-1.2]\'',female,'\'(56.05001-64.03334]\'','\'(0.8-1.6]\'','\'(0.9-1.8]\'',112901,'\'(-inf-51.23292]\'',B26,S,7,'\'(131.8-164.5]\'','Milwaukee WI',1
'\'(-inf-1.2]\'',male,'\'(32.10002-40.08335]\'','\'(0.8-1.6]\'','\'(-inf-0.9]\'','PC 17599','\'(51.23292-102.46584]\'',C85,C,?,'\'(131.8-164.5]\'','New York NY',0
'\'(-inf-1.2]\'',female,'\'(32.10002-40.08335]\'','\'(0.8-1.6]\'','\'(-inf-0.9]\'','PC 17599','\'(51.23292-102.46584]\'',C85,C,4,'\'(131.8-164.5]\'','New York NY',1
'\'(-inf-1.2]\'',male,'\'(48.06668-56.05001]\'','\'(-inf-0.8]\'','\'(-inf-0.9]\'',113055,'\'(-inf-51.23292]\'',E17,S,'5 9','\'(131.8-164.5]\'','Lima Peru',1
'\'(-inf-1.2]\'',male,'\'(24.11669-32.10002]\'','\'(-inf-0.8]\'','\'(-inf-0.9]\'',113804,'\'(-inf-51.23292]\'',?,S,3,'\'(131.8-164.5]\'','Philadelphia PA',1
'\'(-inf-1.2]\'',female,'\'(32.10002-40.08335]\'','\'(-inf-0.8]\'','\'(-inf-0.9]\'',113781,'\'(102.46584-153.69876]\'',?,S,8,'\'(131.8-164.5]\'',?,1
'\'(-inf-1.2]\'',male,'\'(24.11669-32.10002]\'','\'(0.8-1.6]\'','\'(-inf-0.9]\'','F.C. 12750','\'(51.23292-102.46584]\'',B71,S,?,'\'(131.8-164.5]\'','Montreal PQ',0
'\'(-inf-1.2]\'',female,'\'(24.11669-32.10002]\'','\'(0.8-1.6]\'','\'(1.8-2.7]\'','F.C. 12750','\'(51.23292-102.46584]\'',B71,S,3,'\'(131.8-164.5]\'','Montreal PQ',1
'\'(-inf-1.2]\'',male,'\'(24.11669-32.10002]\'','\'(0.8-1.6]\'','\'(-inf-0.9]\'',17474,'\'(51.23292-102.46584]\'',B20,S,3,'\'(131.8-164.5]\'','Calgary AB',1
'\'(-inf-1.2]\'',female,'\'(16.13336-24.11669]\'','\'(0.8-1.6]\'','\'(-inf-0.9]\'',17474,'\'(51.23292-102.46584]\'',B20,S,3,'\'(131.8-164.5]\'','Calgary AB',1
'\'(-inf-1.2]\'',male,'\'(48.06668-56.05001]\'','\'(0.8-1.6]\'','\'(0.9-1.8]\'',33638,'\'(51.23292-102.46584]\'',A34,S,13,'\'(131.8-164.5]\'','San Francisco CA',1
'\'(-inf-1.2]\'',male,'\'(-inf-8.15003]\'','\'(-inf-0.8]\'','\'(1.8-2.7]\'',33638,'\'(51.23292-102.46584]\'',A34,S,5,'\'(131.8-164.5]\'','San Francisco CA',1
'\'(-inf-1.2]\'',female,'\'(48.06668-56.05001]\'','\'(0.8-1.6]\'','\'(0.9-1.8]\'',33638,'\'(51.23292-102.46584]\'',A34,S,5,'\'(131.8-164.5]\'','San Francisco CA',1
'\'(-inf-1.2]\'',male,'\'(48.06668-56.05001]\'','\'(0.8-1.6]\'','\'(-inf-0.9]\'','PC 17761','\'(102.46584-153.69876]\'',C86,C,?,'\'(33.7-66.4]\'','Deephaven MN / Cedar Rapids IA',0
'\'(-inf-1.2]\'',female,'\'(24.11669-32.10002]\'','\'(0.8-1.6]\'','\'(0.9-1.8]\'','PC 17558','\'(204.93168-256.1646]\'','B58 B60',C,6,'\'(131.8-164.5]\'','Montreal PQ',1
'\'(-inf-1.2]\'',female,'\'(40.08335-48.06668]\'','\'(0.8-1.6]\'','\'(-inf-0.9]\'','PC 17761','\'(102.46584-153.69876]\'',C86,C,2,'\'(131.8-164.5]\'','Deephaven MN / Cedar Rapids IA',1
'\'(-inf-1.2]\'',female,'\'(40.08335-48.06668]\'','\'(0.8-1.6]\'','\'(-inf-0.9]\'',11755,'\'(-inf-51.23292]\'',A16,C,1,'\'(131.8-164.5]\'','London / Paris',1
'\'(-inf-1.2]\'',male,'\'(48.06668-56.05001]\'','\'(0.8-1.6]\'','\'(-inf-0.9]\'','PC 17485','\'(51.23292-102.46584]\'',A20,C,1,'\'(131.8-164.5]\'','London / Paris',1
'\'(-inf-1.2]\'',male,'\'(32.10002-40.08335]\'','\'(-inf-0.8]\'','\'(-inf-0.9]\'','PC 17580','\'(-inf-51.23292]\'',A18,C,?,'\'(131.8-164.5]\'','Philadelphia PA',0
'\'(-inf-1.2]\'',female,'\'(16.13336-24.11669]\'','\'(-inf-0.8]\'','\'(0.9-1.8]\'',11767,'\'(51.23292-102.46584]\'',C54,C,7,'\'(131.8-164.5]\'','Mt Airy Philadelphia PA',1
'\'(-inf-1.2]\'',female,'\'(32.10002-40.08335]\'','\'(-inf-0.8]\'','\'(-inf-0.9]\'','PC 17757','\'(204.93168-256.1646]\'',C45,C,4,'\'(131.8-164.5]\'','New York NY',1
'\'(-inf-1.2]\'',female,'\'(48.06668-56.05001]\'','\'(0.8-1.6]\'','\'(-inf-0.9]\'',36947,'\'(51.23292-102.46584]\'',D20,C,4,'\'(131.8-164.5]\'','Brookline MA',1
'\'(-inf-1.2]\'',female,'\'(32.10002-40.08335]\'','\'(-inf-0.8]\'','\'(-inf-0.9]\'','PC 17531','\'(-inf-51.23292]\'',A29,C,?,'\'(131.8-164.5]\'','New York NY',0
'\'(-inf-1.2]\'',male,'\'(24.11669-32.10002]\'','\'(-inf-0.8]\'','\'(-inf-0.9]\'','PC 17483','\'(204.93168-256.1646]\'',C95,S,?,'\'(131.8-164.5]\'',?,0
'\'(-inf-1.2]\'',female,'\'(24.11669-32.10002]\'','\'(-inf-0.8]\'','\'(-inf-0.9]\'','PC 17598','\'(-inf-51.23292]\'',?,S,7,'\'(131.8-164.5]\'','New York NY',1
'\'(-inf-1.2]\'',female,'\'(24.11669-32.10002]\'','\'(-inf-0.8]\'','\'(-inf-0.9]\'',17421,'\'(102.46584-153.69876]\'',?,C,4,'\'(131.8-164.5]\'',?,1
'\'(-inf-1.2]\'',male,'\'(32.10002-40.08335]\'','\'(-inf-0.8]\'','\'(-inf-0.9]\'','PC 17474','\'(-inf-51.23292]\'',E25,S,5,'\'(131.8-164.5]\'','Brooklyn NY',1
'\'(-inf-1.2]\'',male,'\'(24.11669-32.10002]\'','\'(-inf-0.8]\'','\'(-inf-0.9]\'',113051,'\'(-inf-51.23292]\'',C111,C,?,'\'(131.8-164.5]\'','New York NY',0
'\'(-inf-1.2]\'',female,'\'(16.13336-24.11669]\'','\'(2.4-3.2]\'','\'(1.8-2.7]\'',19950,'\'(256.1646-307.39752]\'','C23 C25 C27',S,10,'\'(131.8-164.5]\'','Winnipeg MB',1
'\'(-inf-1.2]\'',female,'\'(24.11669-32.10002]\'','\'(2.4-3.2]\'','\'(1.8-2.7]\'',19950,'\'(256.1646-307.39752]\'','C23 C25 C27',S,10,'\'(131.8-164.5]\'','Winnipeg MB',1
'\'(-inf-1.2]\'',female,'\'(16.13336-24.11669]\'','\'(2.4-3.2]\'','\'(1.8-2.7]\'',19950,'\'(256.1646-307.39752]\'','C23 C25 C27',S,10,'\'(131.8-164.5]\'','Winnipeg MB',1
'\'(-inf-1.2]\'',male,'\'(16.13336-24.11669]\'','\'(2.4-3.2]\'','\'(1.8-2.7]\'',19950,'\'(256.1646-307.39752]\'','C23 C25 C27',S,?,'\'(131.8-164.5]\'','Winnipeg MB',0
'\'(-inf-1.2]\'',male,'\'(56.05001-64.03334]\'','\'(0.8-1.6]\'','\'(3.6-4.5]\'',19950,'\'(256.1646-307.39752]\'','C23 C25 C27',S,?,'\'(131.8-164.5]\'','Winnipeg MB',0
'\'(-inf-1.2]\'',female,'\'(56.05001-64.03334]\'','\'(0.8-1.6]\'','\'(3.6-4.5]\'',19950,'\'(256.1646-307.39752]\'','C23 C25 C27',S,10,'\'(131.8-164.5]\'','Winnipeg MB',1
'\'(-inf-1.2]\'',female,'\'(24.11669-32.10002]\'','\'(-inf-0.8]\'','\'(-inf-0.9]\'','PC 17485','\'(51.23292-102.46584]\'',E36,C,1,'\'(131.8-164.5]\'',?,1
'\'(-inf-1.2]\'',male,'\'(24.11669-32.10002]\'','\'(-inf-0.8]\'','\'(-inf-0.9]\'',113778,'\'(-inf-51.23292]\'',D34,S,?,'\'(131.8-164.5]\'','Westcliff-on-Sea Essex',0
'\'(-inf-1.2]\'',male,'\'(48.06668-56.05001]\'','\'(1.6-2.4]\'','\'(-inf-0.9]\'','PC 17611','\'(102.46584-153.69876]\'',?,S,5,'\'(131.8-164.5]\'','New York NY',1
'\'(-inf-1.2]\'',male,'\'(40.08335-48.06668]\'','\'(0.8-1.6]\'','\'(-inf-0.9]\'',17765,'\'(-inf-51.23292]\'',D40,C,5,'\'(131.8-164.5]\'','New York NY',1
