@relation mushroom-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.Remove-R16-weka.filters.unsupervised.attribute.ReplaceMissingValues

@attribute cap-shape {b,c,f,k,s,x}
@attribute cap-surface {f,g,s,y}
@attribute cap-color {b,c,e,g,n,p,r,u,w,y}
@attribute bruises? {f,t}
@attribute odor {a,c,f,l,m,n,p,s,y}
@attribute gill-attachment {a,d,f,n}
@attribute gill-spacing {c,d,w}
@attribute gill-size {b,n}
@attribute gill-color {b,e,g,h,k,n,o,p,r,u,w,y}
@attribute stalk-shape {e,t}
@attribute stalk-root {b,c,e,r,u,z}
@attribute stalk-surface-above-ring {f,k,s,y}
@attribute stalk-surface-below-ring {f,k,s,y}
@attribute stalk-color-above-ring {b,c,e,g,n,o,p,w,y}
@attribute stalk-color-below-ring {b,c,e,g,n,o,p,w,y}
@attribute veil-color {n,o,w,y}
@attribute ring-number {n,o,t}
@attribute ring-type {c,e,f,l,n,p,s,z}
@attribute spore-print-color {b,h,k,n,o,r,u,w,y}
@attribute population {a,c,n,s,v,y}
@attribute habitat {d,g,l,m,p,u,w}
@attribute Class {e,p}

@data
x,s,n,f,f,f,c,n,b,t,b,s,k,p,w,w,o,e,w,v,l,p
f,y,n,f,f,f,c,n,b,t,b,s,s,p,p,w,o,e,w,v,d,p
x,s,e,f,f,f,c,n,b,t,b,s,k,p,p,w,o,e,w,v,p,p
b,s,g,f,n,f,w,b,w,e,b,s,k,w,w,w,t,p,w,n,g,e
x,y,e,f,s,f,c,n,b,t,b,k,k,p,w,w,o,e,w,v,p,p
x,y,e,f,s,f,c,n,b,t,b,s,s,p,w,w,o,p,w,v,d,p
f,y,e,f,s,f,c,b,b,t,b,s,s,p,p,w,o,p,w,v,l,p
x,s,e,f,y,f,c,n,b,t,b,k,s,w,p,w,o,e,w,v,d,p
f,y,e,f,y,f,c,n,b,t,b,s,k,p,w,w,o,e,w,v,d,p
f,y,e,f,n,f,c,n,b,t,b,k,k,w,p,w,o,e,w,v,l,p
x,s,n,f,f,f,c,b,b,t,b,k,s,w,w,w,o,e,w,v,d,p
f,y,n,f,f,f,c,n,b,t,b,k,s,w,w,w,o,e,w,v,d,p
k,y,w,f,n,f,c,b,g,e,b,k,s,w,w,w,t,p,w,v,g,e
f,y,e,f,s,f,c,n,b,t,b,k,k,w,w,w,o,e,w,v,p,p
x,s,e,f,f,f,c,n,b,t,b,s,s,w,p,w,o,p,w,v,p,p
f,y,n,f,y,f,c,n,b,t,b,k,s,w,p,w,o,e,w,v,l,p
f,y,n,f,s,f,c,n,b,t,b,k,k,w,w,w,o,e,w,v,l,p
x,y,e,f,y,f,c,n,b,t,b,k,k,w,p,w,o,e,w,v,d,p
f,y,n,f,y,f,c,b,b,t,b,k,k,w,w,w,o,e,w,v,d,p
f,y,e,f,f,f,c,n,b,t,b,k,k,p,w,w,o,e,w,v,p,p
f,s,n,f,y,f,c,b,b,t,b,s,k,w,w,w,o,e,w,v,p,p
x,y,e,f,f,f,c,n,b,t,b,s,k,p,w,w,o,e,w,v,p,p
f,y,e,f,s,f,c,n,b,t,b,s,k,p,w,w,o,p,w,v,d,p
b,y,g,f,n,f,w,b,p,e,b,s,s,w,w,w,t,p,w,n,g,e
k,y,e,f,s,f,c,n,b,t,b,s,k,w,w,w,o,p,w,v,l,p
x,y,n,f,f,f,c,n,b,t,b,s,s,p,w,w,o,e,w,v,l,p
k,s,n,f,f,f,c,n,b,t,b,s,k,w,p,w,o,e,w,v,l,p
x,s,n,f,s,f,c,b,b,t,b,s,k,p,p,w,o,e,w,v,p,p
k,s,w,f,n,f,w,b,g,e,b,s,k,w,w,w,t,p,w,s,g,e
f,s,n,f,s,f,c,n,b,t,b,s,s,p,p,w,o,e,w,v,d,p
x,s,n,f,y,f,c,n,b,t,b,k,s,p,p,w,o,e,w,v,p,p
k,s,e,f,f,f,c,n,b,t,b,s,k,w,w,w,o,e,w,v,p,p
k,y,n,f,s,f,c,n,b,t,b,k,k,w,w,w,o,e,w,v,l,p
k,y,e,f,f,f,c,n,b,t,b,k,s,p,p,w,o,e,w,v,p,p
x,s,e,f,y,f,c,n,b,t,b,k,s,w,w,w,o,e,w,v,d,p
f,s,e,f,s,f,c,n,b,t,b,s,k,p,p,w,o,p,w,v,p,p
x,y,e,f,f,f,c,n,b,t,b,k,k,p,p,w,o,e,w,v,p,p
x,y,e,f,s,f,c,n,b,t,b,s,k,p,p,w,o,e,w,v,d,p
f,y,n,f,y,f,c,n,b,t,b,s,s,p,w,w,o,e,w,v,d,p
x,y,e,f,y,f,c,n,b,t,b,s,s,p,w,w,o,e,w,v,d,p
f,y,n,f,y,f,c,n,b,t,b,s,s,w,p,w,o,e,w,v,l,p
x,y,e,f,y,f,c,n,b,t,b,s,s,w,p,w,o,e,w,v,l,p
k,y,n,f,y,f,c,n,b,t,b,k,k,w,p,w,o,e,w,v,d,p
f,s,n,f,n,f,c,n,b,t,b,s,k,w,w,w,o,e,w,v,l,p
x,s,n,f,f,f,c,n,b,t,b,k,s,p,p,w,o,p,w,v,p,p
x,y,n,f,f,f,c,n,b,t,b,k,s,p,p,w,o,e,w,v,d,p
f,s,e,f,s,f,c,n,b,t,b,s,k,w,p,w,o,e,w,v,d,p
x,s,e,f,y,f,c,b,b,t,b,k,k,p,w,w,o,e,w,v,d,p
f,s,n,f,y,f,c,n,b,t,b,s,k,w,p,w,o,e,w,v,d,p
f,y,n,f,s,f,c,n,b,t,b,s,k,p,p,w,o,e,w,v,l,p
x,y,e,f,f,f,c,n,b,t,b,s,s,p,p,w,o,e,w,v,d,p
x,s,e,f,f,f,c,n,b,t,b,s,k,p,p,w,o,p,w,v,d,p
f,y,e,f,y,f,c,b,b,t,b,s,s,p,p,w,o,e,w,v,l,p
f,s,e,f,y,f,c,b,b,t,b,k,s,p,w,w,o,e,w,v,l,p
f,y,e,f,f,f,c,n,b,t,b,s,s,w,p,w,o,e,w,v,d,p
x,s,n,f,s,f,c,n,b,t,b,s,s,p,w,w,o,p,w,v,l,p
f,s,n,f,s,f,c,n,b,t,b,s,s,w,w,w,o,e,w,v,d,p
x,s,n,f,f,f,c,n,b,t,b,k,k,p,w,w,o,e,w,v,l,p
f,y,n,f,y,f,c,n,b,t,b,k,k,w,p,w,o,e,w,v,p,p
k,y,n,f,s,f,c,n,b,t,b,k,k,p,w,w,o,e,w,v,d,p
x,s,e,f,s,f,c,n,b,t,b,s,k,p,w,w,o,e,w,v,d,p
f,y,n,f,f,f,c,n,b,t,b,k,s,w,w,w,o,p,w,v,d,p
x,y,e,f,s,f,c,n,b,t,b,s,k,w,p,w,o,e,w,v,p,p
f,y,e,f,s,f,c,b,b,t,b,k,k,p,w,w,o,e,w,v,d,p
x,y,e,f,y,f,c,n,b,t,b,s,k,w,w,w,o,e,w,v,d,p
f,y,n,f,y,f,c,n,b,t,b,k,s,w,w,w,o,e,w,v,l,p
f,y,e,f,s,f,c,n,b,t,b,s,s,w,p,w,o,e,w,v,d,p
f,s,e,f,s,f,c,n,b,t,b,s,k,w,w,w,o,e,w,v,l,p
k,y,e,f,y,f,c,n,b,t,b,k,k,w,w,w,o,e,w,v,l,p
x,s,e,f,f,f,c,n,b,t,b,s,k,p,p,w,o,e,w,v,p,p
k,s,g,f,n,f,w,b,b,e,b,k,s,w,w,w,t,p,w,s,d,e
x,s,n,f,y,f,c,n,b,t,b,k,s,p,w,w,o,e,w,v,l,p
f,s,e,f,s,f,c,n,b,t,b,s,k,p,w,w,o,p,w,v,d,p
f,s,n,f,y,f,c,b,b,t,b,s,k,p,p,w,o,e,w,v,d,p
f,s,e,f,s,f,c,n,b,t,b,k,k,p,p,w,o,e,w,v,l,p
f,y,n,f,s,f,c,n,b,t,b,k,s,p,p,w,o,e,w,v,p,p
x,s,e,f,y,f,c,n,b,t,b,s,s,w,p,w,o,e,w,v,p,p
x,y,e,f,s,f,c,n,b,t,b,s,k,w,w,w,o,e,w,v,p,p
x,s,e,f,y,f,c,n,b,t,b,s,s,w,p,w,o,e,w,v,d,p
x,s,e,f,f,f,c,n,b,t,b,k,s,w,w,w,o,e,w,v,d,p
f,s,e,f,s,f,c,n,b,t,b,s,s,p,w,w,o,e,w,v,d,p
x,s,e,f,s,f,c,n,b,t,b,s,s,p,p,w,o,e,w,v,p,p
x,s,n,f,f,f,c,n,b,t,b,s,k,p,p,w,o,e,w,v,l,p
f,s,n,f,s,f,c,n,b,t,b,s,k,p,w,w,o,e,w,v,l,p
k,y,n,f,y,f,c,n,b,t,b,k,s,w,w,w,o,e,w,v,d,p
x,y,e,f,s,f,c,n,b,t,b,s,s,p,w,w,o,e,w,v,p,p
x,s,n,f,f,f,c,n,b,t,b,s,s,p,w,w,o,e,w,v,l,p
x,s,e,f,n,f,c,n,b,t,b,k,k,p,w,w,o,e,w,v,p,p
b,s,w,f,n,f,w,b,p,e,b,k,k,w,w,w,t,p,w,s,g,e
f,s,e,f,s,f,c,n,b,t,b,k,k,p,w,w,o,p,w,v,p,p
x,s,e,f,y,f,c,n,b,t,b,s,s,p,w,w,o,e,w,v,l,p
x,y,e,f,f,f,c,n,b,t,b,s,k,w,p,w,o,e,w,v,d,p
x,y,n,f,f,f,c,n,b,t,b,s,s,w,p,w,o,e,w,v,p,p
f,y,n,f,y,f,c,n,b,t,b,k,s,p,p,w,o,e,w,v,l,p
f,y,n,f,s,f,c,b,b,t,b,s,k,w,p,w,o,p,w,v,d,p
f,y,e,f,f,f,c,n,b,t,b,k,s,w,p,w,o,p,w,v,d,p
f,s,n,f,f,f,c,n,b,t,b,s,s,p,w,w,o,e,w,v,d,p
x,y,e,f,f,f,c,n,b,t,b,s,s,w,p,w,o,e,w,v,l,p
x,s,n,f,s,f,c,b,b,t,b,k,s,w,w,w,o,e,w,v,d,p
x,s,n,f,y,f,c,b,b,t,b,k,s,w,w,w,o,e,w,v,l,p
f,s,e,f,s,f,c,n,b,t,b,k,s,p,w,w,o,e,w,v,p,p
x,s,n,f,s,f,c,n,b,t,b,s,s,w,w,w,o,e,w,v,d,p
f,s,e,f,s,f,c,n,b,t,b,s,s,p,w,w,o,e,w,v,l,p
x,y,e,f,y,f,c,n,b,t,b,s,s,p,w,w,o,e,w,v,p,p
f,y,n,f,f,f,c,n,b,t,b,s,k,w,w,w,o,e,w,v,p,p
x,y,e,f,f,f,c,n,b,t,b,k,s,w,p,w,o,e,w,v,l,p
f,s,n,f,f,f,c,n,b,t,b,k,k,w,w,w,o,e,w,v,p,p
f,s,n,f,y,f,c,n,b,t,b,k,s,w,p,w,o,p,w,v,p,p
x,s,n,f,y,f,c,n,b,t,b,k,k,w,w,w,o,e,w,v,p,p
f,y,e,f,s,f,c,n,b,t,b,s,s,w,p,w,o,e,w,v,d,p
k,y,n,f,y,f,c,n,b,t,b,k,s,w,p,w,o,e,w,v,p,p
x,y,e,f,n,f,c,n,b,t,b,s,k,p,p,w,o,e,w,v,l,p
x,y,e,f,n,f,c,n,b,t,b,s,k,p,w,w,o,e,w,v,d,p
k,s,n,f,s,f,c,n,b,t,b,k,k,w,p,w,o,e,w,v,d,p
x,s,e,f,f,f,c,n,b,t,b,k,s,w,p,w,o,p,w,v,p,p
x,s,e,f,f,f,c,n,b,t,b,s,s,p,w,w,o,e,w,v,p,p
f,y,n,f,n,f,c,b,b,t,b,s,k,w,w,w,o,e,w,v,l,p
f,s,e,f,y,f,c,n,b,t,b,s,s,w,w,w,o,e,w,v,d,p
f,s,e,f,f,f,c,n,b,t,b,s,s,p,p,w,o,e,w,v,p,p
f,s,n,f,f,f,c,n,b,t,b,k,s,w,w,w,o,e,w,v,d,p
f,y,e,f,f,f,c,n,b,t,b,s,s,p,w,w,o,e,w,v,p,p
f,y,e,f,f,f,c,n,b,t,b,s,k,p,w,w,o,e,w,v,l,p
k,s,n,f,s,f,c,n,b,t,b,k,s,p,p,w,o,e,w,v,d,p
x,s,n,f,f,f,c,n,b,t,b,k,s,w,p,w,o,e,w,v,d,p
f,y,n,f,n,f,c,n,b,t,b,k,s,p,p,w,o,e,w,v,d,p
f,y,n,f,f,f,c,n,b,t,b,k,k,w,w,w,o,e,w,v,p,p
k,s,n,f,n,f,c,n,b,t,b,s,s,w,w,w,o,e,w,v,d,p
f,y,n,f,f,f,c,n,b,t,b,s,s,p,w,w,o,e,w,v,p,p
x,y,e,f,n,f,c,n,b,t,b,s,s,p,w,w,o,e,w,v,l,p
x,y,n,f,n,f,c,n,b,t,b,k,k,w,p,w,o,e,w,v,p,p
x,s,e,f,y,f,c,n,b,t,b,k,s,p,p,w,o,p,w,v,p,p
f,y,n,f,f,f,c,b,b,t,b,s,k,w,w,w,o,p,w,v,l,p
f,y,n,f,s,f,c,n,b,t,b,k,s,p,w,w,o,e,w,v,p,p
f,y,e,f,s,f,c,n,b,t,b,k,s,p,w,w,o,e,w,v,p,p
k,y,n,f,n,f,c,n,b,t,b,k,s,w,w,w,o,e,w,v,l,p
x,s,n,f,n,f,c,n,b,t,b,k,k,p,p,w,o,p,w,v,d,p
x,s,e,f,y,f,c,n,b,t,b,s,s,p,p,w,o,e,w,v,l,p
x,s,n,f,f,f,c,n,b,t,b,s,s,p,w,w,o,e,w,v,l,p
f,y,e,f,f,f,c,n,b,t,b,s,k,w,p,w,o,e,w,v,p,p
k,y,e,f,f,f,c,n,b,t,b,s,k,p,p,w,o,p,w,v,d,p
x,f,g,f,n,f,w,b,w,e,b,s,k,w,w,w,t,p,w,s,d,e
f,y,e,f,f,f,c,n,b,t,b,s,s,p,w,w,o,e,w,v,l,p
x,s,e,f,n,f,c,n,b,t,b,k,s,w,p,w,o,e,w,v,l,p
x,s,n,f,n,f,c,n,b,t,b,k,s,p,w,w,o,e,w,v,l,p
x,y,e,f,s,f,c,n,b,t,b,k,k,p,w,w,o,e,w,v,d,p
f,y,n,f,f,f,c,n,b,t,b,k,k,p,p,w,o,e,w,v,p,p
f,y,n,f,y,f,c,n,b,t,b,s,s,p,p,w,o,e,w,v,l,p
x,s,n,f,s,f,c,n,b,t,b,k,s,w,p,w,o,e,w,v,p,p
x,s,e,f,f,f,c,n,b,t,b,k,k,w,p,w,o,e,w,v,l,p
f,y,e,f,f,f,c,n,b,t,b,s,k,p,w,w,o,e,w,v,d,p
f,s,n,f,f,f,c,b,b,t,b,k,k,p,p,w,o,e,w,v,l,p
f,y,n,f,f,f,c,n,b,t,b,k,s,w,p,w,o,e,w,v,l,p
f,y,n,f,n,f,c,n,b,t,b,k,k,w,p,w,o,p,w,v,d,p
x,y,e,f,f,f,c,n,b,t,b,k,s,w,p,w,o,e,w,v,d,p
x,s,e,f,f,f,c,n,b,t,b,s,k,w,w,w,o,e,w,v,p,p
f,s,n,f,n,f,c,n,b,t,b,s,s,p,p,w,o,e,w,v,l,p
f,s,n,f,s,f,c,n,b,t,b,s,s,w,p,w,o,e,w,v,d,p
x,s,e,f,f,f,c,n,b,t,b,s,k,p,w,w,o,e,w,v,d,p
f,s,n,f,f,f,c,n,b,t,b,k,k,w,p,w,o,e,w,v,l,p
f,s,n,f,f,f,c,n,b,t,b,k,k,p,p,w,o,e,w,v,p,p
f,y,n,f,f,f,c,n,b,t,b,s,s,p,p,w,o,e,w,v,p,p
x,y,n,f,s,f,c,n,b,t,b,s,k,w,w,w,o,e,w,v,l,p
f,s,n,f,y,f,c,n,b,t,b,k,s,w,p,w,o,e,w,v,l,p
f,s,n,f,y,f,c,n,b,t,b,k,k,p,w,w,o,e,w,v,p,p
x,s,n,f,y,f,c,n,b,t,b,s,s,w,w,w,o,p,w,v,p,p
f,y,n,f,f,f,c,n,b,t,b,s,k,w,p,w,o,e,w,v,p,p
x,s,n,f,y,f,c,n,b,t,b,k,s,p,w,w,o,e,w,v,p,p
x,s,n,f,y,f,c,n,b,t,b,s,s,p,w,w,o,e,w,v,p,p
f,s,n,f,f,f,c,n,b,t,b,k,k,w,p,w,o,e,w,v,p,p
f,y,n,f,f,f,c,n,b,t,b,s,s,p,p,w,o,e,w,v,d,p
x,y,e,f,y,f,c,n,b,t,b,s,s,p,p,w,o,e,w,v,d,p
f,s,e,f,n,f,c,n,b,t,b,s,k,w,p,w,o,e,w,v,l,p
f,y,n,f,s,f,c,b,b,t,b,s,k,p,p,w,o,e,w,v,d,p
x,s,e,f,y,f,c,n,b,t,b,s,k,w,p,w,o,e,w,v,l,p
x,s,n,f,f,f,c,n,b,t,b,k,k,p,w,w,o,e,w,v,p,p
k,f,w,f,n,f,w,b,p,e,b,s,k,w,w,w,t,p,w,n,g,e
x,s,n,f,f,f,c,n,b,t,b,s,s,w,p,w,o,e,w,v,p,p
f,y,n,f,f,f,c,n,b,t,b,k,s,w,p,w,o,p,w,v,d,p
f,y,n,f,y,f,c,n,b,t,b,k,k,w,w,w,o,e,w,v,p,p
f,s,n,f,f,f,c,n,b,t,b,k,s,w,w,w,o,e,w,v,d,p
f,y,n,f,y,f,c,n,b,t,b,k,s,p,w,w,o,e,w,v,d,p
f,y,n,f,f,f,c,n,b,t,b,s,s,w,w,w,o,e,w,v,l,p
f,s,n,f,n,f,c,n,b,t,b,s,k,p,p,w,o,e,w,v,d,p
f,y,n,f,y,f,c,n,b,t,b,k,s,p,w,w,o,e,w,v,p,p
b,s,n,f,n,a,c,b,o,e,b,s,s,o,o,o,o,p,o,v,l,e
f,s,e,f,f,f,c,n,b,t,b,k,s,w,p,w,o,e,w,v,d,p
f,s,e,f,s,f,c,n,b,t,b,k,k,p,p,w,o,p,w,v,p,p
x,s,e,f,y,f,c,n,b,t,b,k,k,p,p,w,o,e,w,v,l,p
f,y,n,f,s,f,c,n,b,t,b,s,k,w,w,w,o,e,w,v,l,p
x,y,e,f,s,f,c,n,b,t,b,k,s,w,p,w,o,e,w,v,p,p
f,s,n,f,f,f,c,n,b,t,b,s,s,p,p,w,o,e,w,v,l,p
f,y,e,f,s,f,c,n,b,t,b,k,k,w,p,w,o,e,w,v,d,p
f,s,n,f,s,f,c,n,b,t,b,k,s,w,p,w,o,e,w,v,p,p
k,y,n,f,y,f,c,n,b,t,b,k,s,w,w,w,o,e,w,v,p,p
f,y,e,f,f,f,c,b,b,t,b,k,s,p,p,w,o,e,w,v,l,p
f,s,e,f,n,f,c,n,b,t,b,k,k,p,w,w,o,e,w,v,d,p
x,y,e,f,f,f,c,n,b,t,b,s,s,w,p,w,o,e,w,v,p,p
f,s,n,f,y,f,c,n,b,t,b,k,k,p,p,w,o,e,w,v,l,p
x,s,e,f,s,f,c,n,b,t,b,k,s,w,w,w,o,e,w,v,p,p
k,y,n,f,y,f,c,n,b,t,b,k,k,w,w,w,o,e,w,v,p,p
x,y,n,f,s,f,c,n,b,t,b,k,k,w,p,w,o,e,w,v,p,p
x,y,e,f,f,f,c,n,b,t,b,k,k,w,p,w,o,e,w,v,d,p
f,y,n,f,y,f,c,n,b,t,b,s,s,w,w,w,o,e,w,v,d,p
f,s,e,f,y,f,c,n,b,t,b,s,k,p,p,w,o,e,w,v,d,p
f,s,n,f,f,f,c,n,b,t,b,s,s,w,w,w,o,e,w,v,p,p
x,s,w,f,n,f,w,b,g,e,b,k,s,w,w,w,t,p,w,s,d,e
f,y,n,f,y,f,c,n,b,t,b,s,s,w,w,w,o,e,w,v,d,p
f,y,n,f,f,f,c,n,b,t,b,s,k,w,p,w,o,e,w,v,l,p
x,y,e,f,y,f,c,n,b,t,b,s,s,w,p,w,o,e,w,v,l,p
f,s,e,f,s,f,c,n,b,t,b,s,k,w,w,w,o,e,w,v,l,p
x,s,n,f,s,f,c,n,b,t,b,s,s,w,p,w,o,e,w,v,p,p
x,y,e,f,f,f,c,n,b,t,b,s,k,p,w,w,o,p,w,v,l,p
x,f,g,f,n,f,w,b,g,e,b,k,k,w,w,w,t,p,w,s,g,e
f,s,e,f,s,f,c,n,b,t,b,k,s,w,p,w,o,e,w,v,l,p
f,y,e,f,s,f,c,n,b,t,b,s,k,w,w,w,o,e,w,v,p,p
b,f,w,f,n,f,c,b,w,e,b,s,k,w,w,w,t,p,w,s,g,e
x,s,n,f,y,f,c,n,b,t,b,s,k,p,w,w,o,e,w,v,l,p
x,y,e,f,s,f,c,n,b,t,b,k,s,w,w,w,o,e,w,v,l,p
x,y,e,f,f,f,c,n,b,t,b,s,k,p,p,w,o,e,w,v,d,p
f,s,n,f,s,f,c,n,b,t,b,k,s,w,w,w,o,e,w,v,p,p
x,s,n,f,f,f,c,n,b,t,b,s,k,p,p,w,o,p,w,v,d,p
f,s,e,f,s,f,c,n,b,t,b,k,k,w,w,w,o,e,w,v,p,p
f,s,e,f,s,f,c,n,b,t,b,s,k,p,p,w,o,e,w,v,l,p
f,s,e,f,s,f,c,n,b,t,b,s,s,p,w,w,o,e,w,v,d,p
x,y,e,f,m,f,c,b,b,e,c,k,y,c,w,w,n,n,w,c,d,p
x,y,n,f,y,f,c,n,b,t,b,s,k,p,p,w,o,e,w,v,d,p
f,y,e,f,y,f,c,n,b,t,b,s,s,w,w,w,o,e,w,v,d,p
x,s,e,f,s,f,c,n,b,t,b,k,k,p,w,w,o,e,w,v,p,p
f,s,e,f,y,f,c,n,b,t,b,s,s,p,w,w,o,e,w,v,p,p
f,y,n,f,f,f,c,n,b,t,b,k,k,w,w,w,o,e,w,v,p,p
f,y,e,f,s,f,c,n,b,t,b,s,s,p,w,w,o,e,w,v,l,p
x,s,e,f,f,f,c,n,b,t,b,k,k,w,w,w,o,e,w,v,l,p
f,s,e,f,s,f,c,n,b,t,b,s,k,p,w,w,o,e,w,v,p,p
x,s,n,f,n,f,c,b,n,t,b,s,s,o,o,n,o,p,y,c,l,e
f,y,n,f,s,f,c,n,b,t,b,s,k,p,w,w,o,e,w,v,d,p
f,y,e,f,s,f,c,b,b,t,b,s,s,w,p,w,o,e,w,v,l,p
f,y,e,f,s,f,c,n,b,t,b,s,s,w,w,w,o,e,w,v,l,p
x,s,n,f,f,f,c,b,b,t,b,k,s,p,w,w,o,e,w,v,p,p
x,s,e,f,y,f,c,n,b,t,b,k,s,p,w,w,o,e,w,v,d,p
x,y,e,f,f,f,c,n,b,t,b,s,k,w,p,w,o,e,w,v,d,p
x,y,e,f,s,f,c,n,b,t,b,s,s,w,p,w,o,e,w,v,p,p
x,y,e,f,y,f,c,n,b,t,b,s,s,p,p,w,o,e,w,v,p,p
f,y,e,f,f,f,c,n,b,t,b,s,k,w,w,w,o,e,w,v,p,p
x,s,n,f,n,a,c,b,n,e,b,s,s,o,o,n,o,p,o,v,l,e
f,s,n,f,s,f,c,n,b,t,b,k,k,w,p,w,o,e,w,v,p,p
x,y,e,f,f,f,c,b,b,t,b,s,s,w,w,w,o,e,w,v,p,p
f,s,n,f,f,f,c,n,b,t,b,s,s,w,p,w,o,e,w,v,d,p
f,y,e,f,y,f,c,n,b,t,b,k,k,w,w,w,o,e,w,v,p,p
x,y,n,f,f,f,c,n,b,t,b,k,s,p,w,w,o,e,w,v,d,p
x,s,n,f,s,f,c,n,b,t,b,k,s,p,w,w,o,e,w,v,d,p
x,s,n,f,f,f,c,n,b,t,b,s,k,w,p,w,o,e,w,v,l,p
x,s,n,f,y,f,c,n,b,t,b,s,s,w,w,w,o,e,w,v,l,p
x,y,e,f,s,f,c,n,b,t,b,s,s,p,w,w,o,p,w,v,d,p
f,y,n,f,y,f,c,n,b,t,b,k,s,p,p,w,o,e,w,v,l,p
f,y,n,f,y,f,c,n,b,t,b,s,s,w,p,w,o,e,w,v,l,p
k,y,e,f,y,f,c,n,b,t,b,s,s,p,p,w,o,e,w,v,d,p
x,s,n,f,y,f,c,n,b,t,b,k,s,w,p,w,o,e,w,v,d,p
f,y,n,f,y,f,c,n,b,t,b,s,k,w,w,w,o,p,w,v,p,p
k,s,w,f,n,f,w,b,g,e,b,s,k,w,w,w,t,p,w,n,g,e
f,s,e,f,y,f,c,n,b,t,b,s,k,w,w,w,o,e,w,v,l,p
x,s,e,f,n,f,c,n,b,t,b,s,k,p,w,w,o,e,w,v,l,p
f,y,n,f,f,f,c,n,b,t,b,s,s,w,p,w,o,e,w,v,d,p
f,y,n,f,s,f,c,n,b,t,b,k,k,p,p,w,o,p,w,v,p,p
f,y,e,f,y,f,c,b,b,t,b,s,k,p,w,w,o,e,w,v,d,p
x,s,n,f,f,f,c,n,b,t,b,k,k,p,p,w,o,e,w,v,p,p
f,y,n,f,s,f,c,n,b,t,b,k,k,w,p,w,o,p,w,v,l,p
x,s,n,f,s,f,c,n,b,t,b,s,k,w,p,w,o,e,w,v,l,p
k,y,n,f,n,f,c,n,b,t,b,k,k,p,w,w,o,e,w,v,l,p
x,s,e,f,s,f,c,n,b,t,b,k,s,w,p,w,o,e,w,v,d,p
f,y,e,f,s,f,c,b,b,t,b,k,k,p,p,w,o,p,w,v,l,p
f,y,e,f,f,f,c,n,b,t,b,s,s,w,w,w,o,e,w,v,l,p
f,y,n,f,s,f,c,n,b,t,b,k,s,w,p,w,o,e,w,v,p,p
f,y,n,f,f,f,c,n,b,t,b,s,s,w,w,w,o,e,w,v,p,p
f,y,n,f,n,f,c,n,b,t,b,s,s,w,p,w,o,e,w,v,l,p
k,y,n,f,n,f,c,n,b,t,b,k,s,p,w,w,o,e,w,v,l,p
k,y,n,f,n,f,c,b,b,t,b,k,s,w,w,w,o,e,w,v,p,p
f,s,e,f,y,f,c,n,b,t,b,k,s,w,p,w,o,e,w,v,p,p
x,y,e,f,y,f,c,n,b,t,b,k,k,w,p,w,o,e,w,v,d,p
k,y,n,f,f,f,c,n,b,t,b,k,s,p,w,w,o,e,w,v,l,p
x,y,e,f,f,f,c,n,b,t,b,s,s,p,p,w,o,e,w,v,p,p
f,y,n,f,f,f,c,n,b,t,b,k,s,p,w,w,o,e,w,v,d,p
x,s,e,f,s,f,c,n,b,t,b,s,k,w,w,w,o,e,w,v,l,p
f,s,n,f,y,f,c,n,b,t,b,s,k,p,w,w,o,e,w,v,p,p
x,s,n,f,f,f,c,n,b,t,b,k,k,w,p,w,o,e,w,v,l,p
f,y,e,f,y,f,c,n,b,t,b,s,s,w,p,w,o,e,w,v,d,p
x,s,n,f,f,f,c,n,b,t,b,k,s,w,p,w,o,e,w,v,l,p
x,s,e,f,y,f,c,n,b,t,b,s,s,w,w,w,o,e,w,v,p,p
x,y,n,f,s,f,c,n,b,t,b,s,k,w,w,w,o,e,w,v,d,p
x,s,n,f,s,f,c,n,b,t,b,k,k,p,p,w,o,e,w,v,p,p
x,y,e,f,s,f,c,n,b,t,b,s,s,w,w,w,o,e,w,v,d,p
f,y,e,f,y,f,c,n,b,t,b,s,k,p,w,w,o,e,w,v,p,p
x,s,e,f,s,f,c,n,b,t,b,k,s,p,w,w,o,e,w,v,d,p
x,s,e,f,y,f,c,n,b,t,b,k,k,w,w,w,o,e,w,v,d,p
f,y,e,f,y,f,c,n,b,t,b,k,k,w,w,w,o,e,w,v,l,p
f,s,e,f,y,f,c,n,b,t,b,k,s,w,w,w,o,e,w,v,p,p
f,s,e,f,s,f,c,n,b,t,b,s,k,p,w,w,o,e,w,v,l,p
f,y,n,f,f,f,c,n,b,t,b,k,k,w,p,w,o,e,w,v,d,p
f,s,n,f,s,f,c,n,b,t,b,s,k,w,w,w,o,e,w,v,p,p
x,s,e,f,f,f,c,n,b,t,b,s,k,w,p,w,o,e,w,v,p,p
f,y,n,f,s,f,c,n,b,t,b,k,k,p,p,w,o,e,w,v,l,p
f,s,n,f,s,f,c,n,b,t,b,s,k,p,p,w,o,e,w,v,d,p
f,y,n,f,f,f,c,n,b,t,b,k,s,p,p,w,o,e,w,v,l,p
f,s,n,f,s,f,c,n,b,t,b,k,k,p,w,w,o,e,w,v,l,p
f,y,e,f,f,f,c,n,b,t,b,s,k,w,w,w,o,p,w,v,p,p
